text,joy_label,sadness_label,anger_label,fear_label,trust_label,disgust_label,surprise_label,anticipation_label
the future makes me feel nervous,0,0,0,1,0,0,0,0
I feel anxious when I think about change,0,0,0,1,0,0,0,0
I'm panicked about change,0,0,0,1,0,0,0,0
The thought of losing someone I love worries me,0,0,0,1,0,0,0,0
I can't stop being panicked about what might happen,0,0,0,1,0,0,0,0
confrontation fills me with dread,0,0,0,1,0,0,0,0
The thought of making mistakes scares me,0,0,0,1,0,0,0,0
uncertainty makes me feel panicked,0,0,0,1,0,0,0,0
I feel apprehensive when I think about the dark,0,0,0,1,0,0,0,0
the future fills me with fear,0,0,0,1,0,0,0,0
I'm fearful that what might happen might happen,0,0,0,1,0,0,0,0
The thought of what might happen unnerves me,0,0,0,1,0,0,0,0
I can't stop being uneasy about failing,0,0,0,1,0,0,0,0
I can't stop being anxious about losing someone I love,0,0,0,1,0,0,0,0
The thought of change frightens me,0,0,0,1,0,0,0,0
the dark fills me with apprehension,0,0,0,1,0,0,0,0
I can't stop being worried about failing,0,0,0,1,0,0,0,0
I'm afraid about the unknown,0,0,0,1,0,0,0,0
The thought of being alone scares me,0,0,0,1,0,0,0,0
I'm experiencing dread about failing,0,0,0,1,0,0,0,0
I feel scared when I think about the future,0,0,0,1,0,0,0,0
the future fills me with panic,0,0,0,1,0,0,0,0
I'm experiencing panic about uncertainty,0,0,0,1,0,0,0,0
what might happen makes me feel afraid,0,0,0,1,0,0,0,0
The thought of change alarms me,0,0,0,1,0,0,0,0
The thought of being alone unnerves me,0,0,0,1,0,0,0,0
The thought of making mistakes alarms me,0,0,0,1,0,0,0,0
I feel anxious when I think about what might happen,0,0,0,1,0,0,0,0
The thought of failing alarms me,0,0,0,1,0,0,0,0
I feel nervous when I think about being alone,0,0,0,1,0,0,0,0
I'm worried about losing someone I love,0,0,0,1,0,0,0,0
The thought of confrontation alarms me,0,0,0,1,0,0,0,0
being alone fills me with fear,0,0,0,1,0,0,0,0
I'm experiencing fear about failing,0,0,0,1,0,0,0,0
I can't stop being worried about uncertainty,0,0,0,1,0,0,0,0
I feel afraid when I think about uncertainty,0,0,0,1,0,0,0,0
being alone fills me with apprehension,0,0,0,1,0,0,0,0
The thought of confrontation frightens me,0,0,0,1,0,0,0,0
I'm nervous that failing might happen,0,0,0,1,0,0,0,0
I feel worried when I think about the future,0,0,0,1,0,0,0,0
I'm afraid about failing,0,0,0,1,0,0,0,0
I'm uneasy that change might happen,0,0,0,1,0,0,0,0
I can't stop being fearful about uncertainty,0,0,0,1,0,0,0,0
I'm worried about the unknown,0,0,0,1,0,0,0,0
I'm fearful about being alone,0,0,0,1,0,0,0,0
The thought of change scares me,0,0,0,1,0,0,0,0
The thought of making mistakes terrifies me,0,0,0,1,0,0,0,0
the unknown fills me with anxiety,0,0,0,1,0,0,0,0
the dark fills me with anxiety,0,0,0,1,0,0,0,0
losing someone I love fills me with dread,0,0,0,1,0,0,0,0
I can't stop being terrified about what might happen,0,0,0,1,0,0,0,0
I'm nervous that change might happen,0,0,0,1,0,0,0,0
I can't stop being anxious about making mistakes,0,0,0,1,0,0,0,0
I feel scared when I think about change,0,0,0,1,0,0,0,0
I can't stop being terrified about being alone,0,0,0,1,0,0,0,0
uncertainty makes me feel fearful,0,0,0,1,0,0,0,0
being alone makes me feel fearful,0,0,0,1,0,0,0,0
I'm panicked about the future,0,0,0,1,0,0,0,0
the unknown fills me with panic,0,0,0,1,0,0,0,0
I can't stop being afraid about confrontation,0,0,0,1,0,0,0,0
I feel afraid when I think about the future,0,0,0,1,0,0,0,0
I can't stop being apprehensive about the future,0,0,0,1,0,0,0,0
I'm experiencing apprehension about the future,0,0,0,1,0,0,0,0
being alone fills me with anxiety,0,0,0,1,0,0,0,0
the dark makes me feel terrified,0,0,0,1,0,0,0,0
losing someone I love fills me with panic,0,0,0,1,0,0,0,0
I'm experiencing fear about the unknown,0,0,0,1,0,0,0,0
I'm experiencing apprehension about the unknown,0,0,0,1,0,0,0,0
I feel panicked when I think about the future,0,0,0,1,0,0,0,0
I'm scared about rejection,0,0,0,1,0,0,0,0
I'm apprehensive about the future,0,0,0,1,0,0,0,0
being alone makes me feel afraid,0,0,0,1,0,0,0,0
I'm experiencing anxiety about what might happen,0,0,0,1,0,0,0,0
The thought of the dark scares me,0,0,0,1,0,0,0,0
I feel nervous when I think about the future,0,0,0,1,0,0,0,0
I'm fearful about making mistakes,0,0,0,1,0,0,0,0
failing makes me feel alarmed,0,0,0,1,0,0,0,0
I'm apprehensive about change,0,0,0,1,0,0,0,0
The thought of uncertainty worries me,0,0,0,1,0,0,0,0
failing makes me feel terrified,0,0,0,1,0,0,0,0
I'm nervous that rejection might happen,0,0,0,1,0,0,0,0
The thought of uncertainty scares me,0,0,0,1,0,0,0,0
I'm panicked that change might happen,0,0,0,1,0,0,0,0
I can't stop being nervous about what might happen,0,0,0,1,0,0,0,0
I can't stop being terrified about failing,0,0,0,1,0,0,0,0
I'm frightened that the unknown might happen,0,0,0,1,0,0,0,0
I'm nervous about uncertainty,0,0,0,1,0,0,0,0
I can't stop being worried about rejection,0,0,0,1,0,0,0,0
change fills me with terror,0,0,0,1,0,0,0,0
I feel frightened when I think about what might happen,0,0,0,1,0,0,0,0
I'm experiencing terror about the future,0,0,0,1,0,0,0,0
I'm experiencing anxiety about making mistakes,0,0,0,1,0,0,0,0
making mistakes fills me with terror,0,0,0,1,0,0,0,0
I can't stop being apprehensive about change,0,0,0,1,0,0,0,0
losing someone I love fills me with anxiety,0,0,0,1,0,0,0,0
I'm experiencing dread about confrontation,0,0,0,1,0,0,0,0
I'm experiencing anxiety about uncertainty,0,0,0,1,0,0,0,0
I can't stop being frightened about failing,0,0,0,1,0,0,0,0
the future makes me feel afraid,0,0,0,1,0,0,0,0
I feel uneasy when I think about the dark,0,0,0,1,0,0,0,0
I'm terrified about uncertainty,0,0,0,1,0,0,0,0
I'm nervous about losing someone I love,0,0,0,1,0,0,0,0
I feel worried when I think about losing someone I love,0,0,0,1,0,0,0,0
rejection fills me with terror,0,0,0,1,0,0,0,0
I feel alarmed when I think about the dark,0,0,0,1,0,0,0,0
I'm experiencing fear about making mistakes,0,0,0,1,0,0,0,0
I can't stop being fearful about the future,0,0,0,1,0,0,0,0
I can't stop being uneasy about the future,0,0,0,1,0,0,0,0
losing someone I love makes me feel fearful,0,0,0,1,0,0,0,0
I'm panicked that losing someone I love might happen,0,0,0,1,0,0,0,0
I can't stop being afraid about what might happen,0,0,0,1,0,0,0,0
I feel terrified when I think about uncertainty,0,0,0,1,0,0,0,0
the dark makes me feel panicked,0,0,0,1,0,0,0,0
I'm scared that failing might happen,0,0,0,1,0,0,0,0
I can't stop being alarmed about the dark,0,0,0,1,0,0,0,0
I'm apprehensive about failing,0,0,0,1,0,0,0,0
I can't stop being apprehensive about uncertainty,0,0,0,1,0,0,0,0
I can't stop being afraid about the future,0,0,0,1,0,0,0,0
being alone makes me feel nervous,0,0,0,1,0,0,0,0
I'm scared about losing someone I love,0,0,0,1,0,0,0,0
losing someone I love fills me with fear,0,0,0,1,0,0,0,0
I'm frightened about uncertainty,0,0,0,1,0,0,0,0
I feel uneasy when I think about failing,0,0,0,1,0,0,0,0
I can't stop being nervous about confrontation,0,0,0,1,0,0,0,0
being alone fills me with dread,0,0,0,1,0,0,0,0
I'm uneasy about confrontation,0,0,0,1,0,0,0,0
I can't stop being scared about losing someone I love,0,0,0,1,0,0,0,0
what might happen fills me with panic,0,0,0,1,0,0,0,0
I'm fearful that rejection might happen,0,0,0,1,0,0,0,0
The thought of losing someone I love terrifies me,0,0,0,1,0,0,0,0
I feel terrified when I think about making mistakes,0,0,0,1,0,0,0,0
I feel fearful when I think about making mistakes,0,0,0,1,0,0,0,0
I'm experiencing dread about the unknown,0,0,0,1,0,0,0,0
I feel afraid when I think about confrontation,0,0,0,1,0,0,0,0
I'm apprehensive about losing someone I love,0,0,0,1,0,0,0,0
I can't stop being panicked about failing,0,0,0,1,0,0,0,0
The thought of uncertainty alarms me,0,0,0,1,0,0,0,0
The thought of failing scares me,0,0,0,1,0,0,0,0
change fills me with apprehension,0,0,0,1,0,0,0,0
I'm nervous that making mistakes might happen,0,0,0,1,0,0,0,0
The thought of what might happen alarms me,0,0,0,1,0,0,0,0
I'm experiencing panic about being alone,0,0,0,1,0,0,0,0
The thought of the future scares me,0,0,0,1,0,0,0,0
I'm uneasy about losing someone I love,0,0,0,1,0,0,0,0
I'm uneasy that losing someone I love might happen,0,0,0,1,0,0,0,0
I'm worried about what might happen,0,0,0,1,0,0,0,0
I'm afraid that the dark might happen,0,0,0,1,0,0,0,0
I can't stop being frightened about making mistakes,0,0,0,1,0,0,0,0
I feel afraid when I think about making mistakes,0,0,0,1,0,0,0,0
I'm apprehensive about rejection,0,0,0,1,0,0,0,0
I'm experiencing panic about the unknown,0,0,0,1,0,0,0,0
the unknown fills me with apprehension,0,0,0,1,0,0,0,0
what might happen makes me feel frightened,0,0,0,1,0,0,0,0
making mistakes makes me feel panicked,0,0,0,1,0,0,0,0
I can't stop being worried about being alone,0,0,0,1,0,0,0,0
The thought of confrontation scares me,0,0,0,1,0,0,0,0
I'm experiencing terror about the unknown,0,0,0,1,0,0,0,0
uncertainty fills me with anxiety,0,0,0,1,0,0,0,0
the unknown fills me with terror,0,0,0,1,0,0,0,0
I'm afraid that making mistakes might happen,0,0,0,1,0,0,0,0
making mistakes makes me feel fearful,0,0,0,1,0,0,0,0
I can't stop being afraid about change,0,0,0,1,0,0,0,0
confrontation makes me feel scared,0,0,0,1,0,0,0,0
I can't stop being scared about uncertainty,0,0,0,1,0,0,0,0
I feel fearful when I think about losing someone I love,0,0,0,1,0,0,0,0
I can't stop being panicked about being alone,0,0,0,1,0,0,0,0
I'm nervous that the dark might happen,0,0,0,1,0,0,0,0
I'm alarmed that losing someone I love might happen,0,0,0,1,0,0,0,0
I'm frightened about the future,0,0,0,1,0,0,0,0
I'm anxious that uncertainty might happen,0,0,0,1,0,0,0,0
the dark makes me feel uneasy,0,0,0,1,0,0,0,0
I feel panicked when I think about being alone,0,0,0,1,0,0,0,0
I feel fearful when I think about confrontation,0,0,0,1,0,0,0,0
what might happen fills me with fear,0,0,0,1,0,0,0,0
making mistakes fills me with apprehension,0,0,0,1,0,0,0,0
I'm experiencing apprehension about uncertainty,0,0,0,1,0,0,0,0
I'm frightened that confrontation might happen,0,0,0,1,0,0,0,0
making mistakes fills me with anxiety,0,0,0,1,0,0,0,0
I'm experiencing terror about failing,0,0,0,1,0,0,0,0
I feel apprehensive when I think about confrontation,0,0,0,1,0,0,0,0
I'm nervous about rejection,0,0,0,1,0,0,0,0
I'm experiencing apprehension about confrontation,0,0,0,1,0,0,0,0
what might happen fills me with terror,0,0,0,1,0,0,0,0
I can't stop being terrified about the dark,0,0,0,1,0,0,0,0
I'm scared about change,0,0,0,1,0,0,0,0
I'm experiencing fear about confrontation,0,0,0,1,0,0,0,0
the future fills me with terror,0,0,0,1,0,0,0,0
I'm apprehensive that losing someone I love might happen,0,0,0,1,0,0,0,0
I'm fearful about confrontation,0,0,0,1,0,0,0,0
I feel afraid when I think about what might happen,0,0,0,1,0,0,0,0
the dark fills me with dread,0,0,0,1,0,0,0,0
I can't stop being frightened about losing someone I love,0,0,0,1,0,0,0,0
I feel nervous when I think about making mistakes,0,0,0,1,0,0,0,0
the unknown makes me feel fearful,0,0,0,1,0,0,0,0
I feel afraid when I think about losing someone I love,0,0,0,1,0,0,0,0
I can't stop being anxious about the dark,0,0,0,1,0,0,0,0
I feel apprehensive when I think about the future,0,0,0,1,0,0,0,0
failing fills me with panic,0,0,0,1,0,0,0,0
I feel scared when I think about uncertainty,0,0,0,1,0,0,0,0
I feel worried when I think about being alone,0,0,0,1,0,0,0,0
I'm experiencing panic about rejection,0,0,0,1,0,0,0,0
The thought of change worries me,0,0,0,1,0,0,0,0
I'm worried about being alone,0,0,0,1,0,0,0,0
The thought of the future unnerves me,0,0,0,1,0,0,0,0
The thought of making mistakes worries me,0,0,0,1,0,0,0,0
I'm alarmed that being alone might happen,0,0,0,1,0,0,0,0
failing makes me feel frightened,0,0,0,1,0,0,0,0
I can't stop being scared about the unknown,0,0,0,1,0,0,0,0
making mistakes makes me feel afraid,0,0,0,1,0,0,0,0
I feel terrified when I think about rejection,0,0,0,1,0,0,0,0
being alone makes me feel terrified,0,0,0,1,0,0,0,0
I feel fearful when I think about the future,0,0,0,1,0,0,0,0
I can't stop being alarmed about being alone,0,0,0,1,0,0,0,0
I feel panicked when I think about what might happen,0,0,0,1,0,0,0,0
uncertainty makes me feel afraid,0,0,0,1,0,0,0,0
I'm nervous that uncertainty might happen,0,0,0,1,0,0,0,0
failing makes me feel scared,0,0,0,1,0,0,0,0
I feel worried when I think about confrontation,0,0,0,1,0,0,0,0
the future fills me with dread,0,0,0,1,0,0,0,0
rejection fills me with anxiety,0,0,0,1,0,0,0,0
the unknown fills me with dread,0,0,0,1,0,0,0,0
I'm terrified that rejection might happen,0,0,0,1,0,0,0,0
I can't stop being frightened about confrontation,0,0,0,1,0,0,0,0
I'm afraid about uncertainty,0,0,0,1,0,0,0,0
I feel apprehensive when I think about rejection,0,0,0,1,0,0,0,0
the unknown makes me feel frightened,0,0,0,1,0,0,0,0
I'm frightened about rejection,0,0,0,1,0,0,0,0
uncertainty makes me feel uneasy,0,0,0,1,0,0,0,0
I'm alarmed about what might happen,0,0,0,1,0,0,0,0
I'm experiencing fear about losing someone I love,0,0,0,1,0,0,0,0
I feel panicked when I think about making mistakes,0,0,0,1,0,0,0,0
I'm scared about failing,0,0,0,1,0,0,0,0
making mistakes makes me feel apprehensive,0,0,0,1,0,0,0,0
I'm frightened about what might happen,0,0,0,1,0,0,0,0
I can't stop being afraid about the unknown,0,0,0,1,0,0,0,0
I'm anxious about uncertainty,0,0,0,1,0,0,0,0
I can't stop being alarmed about confrontation,0,0,0,1,0,0,0,0
The thought of failing unnerves me,0,0,0,1,0,0,0,0
the unknown makes me feel afraid,0,0,0,1,0,0,0,0
The thought of rejection scares me,0,0,0,1,0,0,0,0
I'm fearful about the dark,0,0,0,1,0,0,0,0
I feel apprehensive when I think about making mistakes,0,0,0,1,0,0,0,0
I feel uneasy when I think about rejection,0,0,0,1,0,0,0,0
I'm experiencing panic about the future,0,0,0,1,0,0,0,0
I feel alarmed when I think about failing,0,0,0,1,0,0,0,0
I'm worried about confrontation,0,0,0,1,0,0,0,0
I feel terrified when I think about losing someone I love,0,0,0,1,0,0,0,0
I'm experiencing panic about change,0,0,0,1,0,0,0,0
I can't stop being scared about failing,0,0,0,1,0,0,0,0
I'm experiencing dread about the future,0,0,0,1,0,0,0,0
I'm fearful that the dark might happen,0,0,0,1,0,0,0,0
I'm fearful about what might happen,0,0,0,1,0,0,0,0
failing makes me feel anxious,0,0,0,1,0,0,0,0
The thought of being alone worries me,0,0,0,1,0,0,0,0
the dark makes me feel afraid,0,0,0,1,0,0,0,0
I'm experiencing terror about the dark,0,0,0,1,0,0,0,0
I'm scared that confrontation might happen,0,0,0,1,0,0,0,0
The thought of the future worries me,0,0,0,1,0,0,0,0
change makes me feel fearful,0,0,0,1,0,0,0,0
I can't stop being fearful about the unknown,0,0,0,1,0,0,0,0
I feel nervous when I think about failing,0,0,0,1,0,0,0,0
I'm alarmed that what might happen might happen,0,0,0,1,0,0,0,0
I'm panicked that uncertainty might happen,0,0,0,1,0,0,0,0
I'm experiencing fear about change,0,0,0,1,0,0,0,0
I feel alarmed when I think about uncertainty,0,0,0,1,0,0,0,0
I feel panicked when I think about failing,0,0,0,1,0,0,0,0
I can't stop being frightened about the future,0,0,0,1,0,0,0,0
I'm fearful that making mistakes might happen,0,0,0,1,0,0,0,0
I feel nervous when I think about confrontation,0,0,0,1,0,0,0,0
rejection makes me feel fearful,0,0,0,1,0,0,0,0
making mistakes fills me with panic,0,0,0,1,0,0,0,0
I feel alarmed when I think about rejection,0,0,0,1,0,0,0,0
losing someone I love fills me with apprehension,0,0,0,1,0,0,0,0
I'm terrified about rejection,0,0,0,1,0,0,0,0
I'm fearful about change,0,0,0,1,0,0,0,0
I feel terrified when I think about change,0,0,0,1,0,0,0,0
being alone makes me feel scared,0,0,0,1,0,0,0,0
I'm afraid about being alone,0,0,0,1,0,0,0,0
confrontation fills me with apprehension,0,0,0,1,0,0,0,0
I can't stop being panicked about losing someone I love,0,0,0,1,0,0,0,0
I feel uneasy when I think about being alone,0,0,0,1,0,0,0,0
I feel alarmed when I think about making mistakes,0,0,0,1,0,0,0,0
I'm experiencing terror about making mistakes,0,0,0,1,0,0,0,0
I can't stop being worried about confrontation,0,0,0,1,0,0,0,0
I'm terrified about being alone,0,0,0,1,0,0,0,0
I feel frightened when I think about change,0,0,0,1,0,0,0,0
I can't stop being nervous about being alone,0,0,0,1,0,0,0,0
I can't stop being scared about being alone,0,0,0,1,0,0,0,0
I'm alarmed that failing might happen,0,0,0,1,0,0,0,0
I'm terrified that being alone might happen,0,0,0,1,0,0,0,0
change makes me feel alarmed,0,0,0,1,0,0,0,0
failing fills me with anxiety,0,0,0,1,0,0,0,0
I feel scared when I think about making mistakes,0,0,0,1,0,0,0,0
I'm experiencing terror about losing someone I love,0,0,0,1,0,0,0,0
The thought of rejection worries me,0,0,0,1,0,0,0,0
I'm experiencing terror about what might happen,0,0,0,1,0,0,0,0
the future makes me feel worried,0,0,0,1,0,0,0,0
I'm experiencing anxiety about being alone,0,0,0,1,0,0,0,0
I'm experiencing apprehension about what might happen,0,0,0,1,0,0,0,0
I feel panicked when I think about the unknown,0,0,0,1,0,0,0,0
I'm worried about making mistakes,0,0,0,1,0,0,0,0
I'm fearful that the future might happen,0,0,0,1,0,0,0,0
uncertainty makes me feel alarmed,0,0,0,1,0,0,0,0
I'm fearful that losing someone I love might happen,0,0,0,1,0,0,0,0
The thought of being alone frightens me,0,0,0,1,0,0,0,0
rejection makes me feel uneasy,0,0,0,1,0,0,0,0
failing fills me with dread,0,0,0,1,0,0,0,0
confrontation makes me feel anxious,0,0,0,1,0,0,0,0
I'm uneasy that failing might happen,0,0,0,1,0,0,0,0
change makes me feel panicked,0,0,0,1,0,0,0,0
I'm experiencing apprehension about failing,0,0,0,1,0,0,0,0
I can't stop being nervous about the unknown,0,0,0,1,0,0,0,0
I can't stop being uneasy about the dark,0,0,0,1,0,0,0,0
I'm worried about uncertainty,0,0,0,1,0,0,0,0
the future makes me feel alarmed,0,0,0,1,0,0,0,0
I'm nervous that being alone might happen,0,0,0,1,0,0,0,0
The thought of the dark frightens me,0,0,0,1,0,0,0,0
the unknown makes me feel uneasy,0,0,0,1,0,0,0,0
uncertainty fills me with dread,0,0,0,1,0,0,0,0
I'm apprehensive that the future might happen,0,0,0,1,0,0,0,0
I can't stop being terrified about making mistakes,0,0,0,1,0,0,0,0
I can't stop being apprehensive about the unknown,0,0,0,1,0,0,0,0
I can't stop being terrified about the future,0,0,0,1,0,0,0,0
I feel nervous when I think about losing someone I love,0,0,0,1,0,0,0,0
I'm experiencing dread about change,0,0,0,1,0,0,0,0
I feel fearful when I think about failing,0,0,0,1,0,0,0,0
The thought of what might happen terrifies me,0,0,0,1,0,0,0,0
The thought of the dark unnerves me,0,0,0,1,0,0,0,0
what might happen makes me feel fearful,0,0,0,1,0,0,0,0
I'm afraid that the unknown might happen,0,0,0,1,0,0,0,0
I'm terrified about losing someone I love,0,0,0,1,0,0,0,0
what might happen fills me with apprehension,0,0,0,1,0,0,0,0
I feel scared when I think about what might happen,0,0,0,1,0,0,0,0
I can't stop being fearful about failing,0,0,0,1,0,0,0,0
I'm fearful about uncertainty,0,0,0,1,0,0,0,0
I'm afraid that change might happen,0,0,0,1,0,0,0,0
what might happen fills me with anxiety,0,0,0,1,0,0,0,0
I'm afraid about rejection,0,0,0,1,0,0,0,0
I'm alarmed about uncertainty,0,0,0,1,0,0,0,0
the future makes me feel frightened,0,0,0,1,0,0,0,0
The thought of being alone alarms me,0,0,0,1,0,0,0,0
I feel terrified when I think about confrontation,0,0,0,1,0,0,0,0
I can't stop being fearful about what might happen,0,0,0,1,0,0,0,0
I can't stop being alarmed about change,0,0,0,1,0,0,0,0
I'm nervous about what might happen,0,0,0,1,0,0,0,0
I'm experiencing dread about what might happen,0,0,0,1,0,0,0,0
The thought of the unknown frightens me,0,0,0,1,0,0,0,0
confrontation makes me feel fearful,0,0,0,1,0,0,0,0
change makes me feel worried,0,0,0,1,0,0,0,0
I feel anxious when I think about the future,0,0,0,1,0,0,0,0
I'm apprehensive that rejection might happen,0,0,0,1,0,0,0,0
I feel fearful when I think about being alone,0,0,0,1,0,0,0,0
making mistakes makes me feel scared,0,0,0,1,0,0,0,0
I feel anxious when I think about the dark,0,0,0,1,0,0,0,0
the unknown fills me with fear,0,0,0,1,0,0,0,0
I'm worried about the dark,0,0,0,1,0,0,0,0
making mistakes makes me feel frightened,0,0,0,1,0,0,0,0
losing someone I love makes me feel apprehensive,0,0,0,1,0,0,0,0
I'm experiencing anxiety about rejection,0,0,0,1,0,0,0,0
The thought of failing terrifies me,0,0,0,1,0,0,0,0
I'm uneasy about failing,0,0,0,1,0,0,0,0
I can't stop being frightened about rejection,0,0,0,1,0,0,0,0
I'm alarmed that the future might happen,0,0,0,1,0,0,0,0
I'm scared that the unknown might happen,0,0,0,1,0,0,0,0
I'm apprehensive about what might happen,0,0,0,1,0,0,0,0
the dark makes me feel alarmed,0,0,0,1,0,0,0,0
making mistakes makes me feel worried,0,0,0,1,0,0,0,0
I feel panicked when I think about uncertainty,0,0,0,1,0,0,0,0
failing makes me feel panicked,0,0,0,1,0,0,0,0
I can't stop being uneasy about rejection,0,0,0,1,0,0,0,0
I'm worried that the future might happen,0,0,0,1,0,0,0,0
I feel frightened when I think about the dark,0,0,0,1,0,0,0,0
I can't stop being apprehensive about confrontation,0,0,0,1,0,0,0,0
the unknown makes me feel apprehensive,0,0,0,1,0,0,0,0
I can't stop being alarmed about the future,0,0,0,1,0,0,0,0
I'm scared that the future might happen,0,0,0,1,0,0,0,0
I'm afraid that losing someone I love might happen,0,0,0,1,0,0,0,0
I feel nervous when I think about change,0,0,0,1,0,0,0,0
I feel apprehensive when I think about uncertainty,0,0,0,1,0,0,0,0
I'm apprehensive that confrontation might happen,0,0,0,1,0,0,0,0
The thought of the dark terrifies me,0,0,0,1,0,0,0,0
I feel frightened when I think about rejection,0,0,0,1,0,0,0,0
I'm panicked about losing someone I love,0,0,0,1,0,0,0,0
I'm panicked that failing might happen,0,0,0,1,0,0,0,0
I can't stop being apprehensive about failing,0,0,0,1,0,0,0,0
I'm experiencing anxiety about failing,0,0,0,1,0,0,0,0
I feel alarmed when I think about the unknown,0,0,0,1,0,0,0,0
I feel fearful when I think about what might happen,0,0,0,1,0,0,0,0
what might happen makes me feel anxious,0,0,0,1,0,0,0,0
I'm alarmed that change might happen,0,0,0,1,0,0,0,0
rejection makes me feel apprehensive,0,0,0,1,0,0,0,0
I can't stop being alarmed about failing,0,0,0,1,0,0,0,0
I'm terrified about confrontation,0,0,0,1,0,0,0,0
what might happen fills me with dread,0,0,0,1,0,0,0,0
I'm experiencing apprehension about losing someone I love,0,0,0,1,0,0,0,0
what might happen makes me feel worried,0,0,0,1,0,0,0,0
I'm fearful that failing might happen,0,0,0,1,0,0,0,0
I can't stop being anxious about uncertainty,0,0,0,1,0,0,0,0
change fills me with panic,0,0,0,1,0,0,0,0
I'm experiencing fear about the future,0,0,0,1,0,0,0,0
failing makes me feel uneasy,0,0,0,1,0,0,0,0
confrontation makes me feel frightened,0,0,0,1,0,0,0,0
I'm fearful that being alone might happen,0,0,0,1,0,0,0,0
I can't stop being uneasy about losing someone I love,0,0,0,1,0,0,0,0
I'm anxious that making mistakes might happen,0,0,0,1,0,0,0,0
I feel worried when I think about failing,0,0,0,1,0,0,0,0
the dark makes me feel scared,0,0,0,1,0,0,0,0
I'm uneasy about rejection,0,0,0,1,0,0,0,0
The thought of confrontation unnerves me,0,0,0,1,0,0,0,0
I'm experiencing fear about the dark,0,0,0,1,0,0,0,0
I feel frightened when I think about the unknown,0,0,0,1,0,0,0,0
I'm terrified about the unknown,0,0,0,1,0,0,0,0
I'm scared about making mistakes,0,0,0,1,0,0,0,0
I'm apprehensive that the dark might happen,0,0,0,1,0,0,0,0
losing someone I love makes me feel terrified,0,0,0,1,0,0,0,0
I'm experiencing apprehension about the dark,0,0,0,1,0,0,0,0
The thought of the unknown alarms me,0,0,0,1,0,0,0,0
the future fills me with apprehension,0,0,0,1,0,0,0,0
I'm experiencing anxiety about the unknown,0,0,0,1,0,0,0,0
I feel panicked when I think about losing someone I love,0,0,0,1,0,0,0,0
I'm nervous that the future might happen,0,0,0,1,0,0,0,0
I'm scared about the future,0,0,0,1,0,0,0,0
I'm experiencing fear about rejection,0,0,0,1,0,0,0,0
The thought of losing someone I love frightens me,0,0,0,1,0,0,0,0
I'm uneasy that the future might happen,0,0,0,1,0,0,0,0
I'm afraid that uncertainty might happen,0,0,0,1,0,0,0,0
I'm anxious that what might happen might happen,0,0,0,1,0,0,0,0
The thought of what might happen worries me,0,0,0,1,0,0,0,0
I'm apprehensive that what might happen might happen,0,0,0,1,0,0,0,0
I can't stop being uneasy about uncertainty,0,0,0,1,0,0,0,0
I'm experiencing apprehension about making mistakes,0,0,0,1,0,0,0,0
I can't stop being frightened about being alone,0,0,0,1,0,0,0,0
I'm experiencing panic about confrontation,0,0,0,1,0,0,0,0
the future makes me feel anxious,0,0,0,1,0,0,0,0
I can't stop being fearful about change,0,0,0,1,0,0,0,0
I feel worried when I think about the dark,0,0,0,1,0,0,0,0
I feel panicked when I think about confrontation,0,0,0,1,0,0,0,0
I feel frightened when I think about losing someone I love,0,0,0,1,0,0,0,0
The thought of what might happen frightens me,0,0,0,1,0,0,0,0
